"Organization","EIN","UEI","Federal.grantor","Federal.CFDA.Number","Contract.Number","Passed.through.to.subrecipients","Federal.Expenditures","Direct.Pass.Program","Grantor","Program.Title","Type.of.Program","Funding.Source","Amount.Per.San.Diegan","Amount.Per.PEH","Combined","Category","Year","X","X.1","X.2","X.3","X.4","X.5","ExpenditureType"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.191","MFSC179640","0","59,326","Pass-Through","Escondido Gardens Housing Foundation Senior","Services Coordinator","Multifamily Housing Service Coordinators","Federal","$0.02","#N/A","Services Coordinator|Multifamily Housing Service Coordinators","#N/A",2021,NA,NA,NA,NA,NA,"","Diversion"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.191","MFSC179642","0","43,124","Pass-Through","Calexico Plaza Development Corporation","Senior Services Coordinator","Multifamily Housing Service Coordinators","Federal","$0.01","$9.88","Senior Services Coordinator|Multifamily Housing Service Coordinators","#N/A",2019,NA,NA,NA,NA,NA,"","Diversion"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.191","MFSC179642","0","77,587","Pass-Through","Calexico Plaza Development Corporation","Senior Services Coordinator","Multifamily Housing Service Coordinators","Federal","$0.02","#N/A","Senior Services Coordinator|Multifamily Housing Service Coordinators","#N/A",2020,NA,NA,NA,NA,NA,"","Diversion"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Housing and Urban Development","14.191","MFSC179642","0","68,489","Pass-Through","Calexico Plaza Development Corporation Senior","Services Coordinator","Multifamily Housing Service Coordinators","Federal","$0.02","#N/A","Services Coordinator|Multifamily Housing Service Coordinators","#N/A",2021,NA,NA,NA,NA,NA,"","Diversion"
"CCD",237334012,"E6RZE38JHS41","U.S. Department of Health and Human Services","93.584","N/A","0","289,083","Direct Program","Refugee and Entrant Assistance Targeted Assistance Grants","Wilson/Fish Project Targeted Assistance","Office of Refugee Resettlement","Federal","$0.09","#N/A","Wilson/Fish Project Targeted Assistance|Office of Refugee Resettlement","#N/A",2021,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","2,366,470","Direct Program","Neighborhood Reinvestment Corporation","None","Capital Grant","Federal","$0.72","#N/A","None|Capital Grant","#N/A",2015,NA,NA,NA,NA,NA,"","Other/Unknown"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.218","N/A","178,995","20,000","Pass-Through","City of Oceanside","None","Community Development Block Grants/Entitlement Grants","Federal","$0.01","#N/A","None|Community Development Block Grants/Entitlement Grants","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.218","N/A","178,995","1,105,535","Pass-Through","City of San Diego","None","Community Development Block Grants/Entitlement Grants","Federal","$0.34","#N/A","None|Community Development Block Grants/Entitlement Grants","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.267","N/A","0","67,398","Direct Program","U.S. Department of Housing and Urban Development","None","Continuum of Care Program","Federal","$0.02","#N/A","None|Continuum of Care Program","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.267","N/A","0","91,664","Pass-Through","County of San Diego Department of Community Development","None","Continuum of Care Program","Federal","$0.03","#N/A","None|Continuum of Care Program","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","198,984","276,966","Direct Program","Neighborhood Reinvestment Corporation","None","Expendable Grant","Federal","$0.08","#N/A","None|Expendable Grant","#N/A",2015,NA,NA,NA,NA,NA,"","Other/Unknown"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","HOME Investment Partnerships Program","HOME Investment Partnerships Program","Federal","$0.06","#N/A","HOME Investment Partnerships Program|HOME Investment Partnerships Program","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.241","N/A","0","9,358","Pass-Through","County of San Diego Department of Community Development","Housing Opportunities for Persons with AIDS","Housing Opportunities for Persons with AIDS","Federal","$0.00","#N/A","Housing Opportunities for Persons with AIDS|Housing Opportunities for Persons with AIDS","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Treasury","21","N/A","0","27,403","Pass-Through","NeighborWorks America","Victim Legal Assistance Program","National Foreclosure Mitigation Counseling Program","Federal","$0.01","#N/A","Victim Legal Assistance Program|National Foreclosure Mitigation Counseling Program","#N/A",2015,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Treasury","21","N/A","0","5,100","Pass-Through","Rural Community Assistance Corporation","None","National Foreclosure Mitigation Counseling Program","Federal","$0.00","#N/A","None|National Foreclosure Mitigation Counseling Program","#N/A",2015,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.252","N/A","0","40,000","Pass-Through","Enterprise Community Partners","None","Section 4 Capacity Building for Community Development and Affordable Housing","Federal","$0.01","#N/A","None|Section 4 Capacity Building for Community Development and Affordable Housing","#N/A",2015,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","171,500","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.05","#N/A","None|Supportive Housing Program","#N/A",2015,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.218","N/A","134,649","5,000","Pass-Through","City of San Diego","None","Community Development Block Grants/Entitlement Grants","Federal","$0.00","#N/A","None|Community Development Block Grants/Entitlement Grants","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.06","#N/A","None|HOME Investment Partnerships Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","2,253,176","Direct Program","Neighborhood Reinvestment Corporation","Capital Grant","Neighborhood Reinvestment Corporation","Federal","$0.69","#N/A","Capital Grant|Neighborhood Reinvestment Corporation","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","349,924","Direct Program","Neighborhood Reinvestment Corporation","Expendable Grant","Neighborhood Reinvestment Corporation","Federal","$0.11","#N/A","Expendable Grant|Neighborhood Reinvestment Corporation","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","171,500","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.05","#N/A","None|Supportive Housing Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","1,577,225","Direct Program","Neighborhood Reinvestment Corporation","Neighborhood Reinvestment Corporation","Capital Grant","Federal","$0.48","#N/A","Neighborhood Reinvestment Corporation|Capital Grant","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","797,245","Direct Program","Neighborhood Reinvestment Corporation","Neighborhood Reinvestment Corporation","Expendable Grant","Federal","$0.24","#N/A","Neighborhood Reinvestment Corporation|Expendable Grant","#N/A",2017,NA,NA,NA,NA,NA,"","Other/Unknown"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.06","#N/A","None|HOME Investment Partnerships Program","#N/A",2017,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","147,000","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.04","#N/A","None|Supportive Housing Program","#N/A",2017,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.05","#N/A","None|HOME Investment Partnerships Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","1,104,057","Direct Program","Neighborhood Reinvestment Corporation","Capital Grant","Neighborhood Reinvestment Corporation","Federal","$0.33","#N/A","Capital Grant|Neighborhood Reinvestment Corporation","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","997,180","Direct Program","Neighborhood Reinvestment Corporation","Expendable Grant","Neighborhood Reinvestment Corporation","Federal","$0.30","#N/A","Expendable Grant|Neighborhood Reinvestment Corporation","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","122,500","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.04","#N/A","None|Supportive Housing Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.05","$41.79","None|HOME Investment Partnerships Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","772,840","Direct Program","Neighborhood Reinvestment Corporation","Capital Grant","Neighborhood Reinvestment Corporation","Federal","$0.23","$177.09","Capital Grant|Neighborhood Reinvestment Corporation","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","734,480","Direct Program","Neighborhood Reinvestment Corporation","Expendable Grant","Neighborhood Reinvestment Corporation","Federal","$0.22","$168.30","Expendable Grant|Neighborhood Reinvestment Corporation","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","98,000","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.03","$22.46","None|Supportive Housing Program","#N/A",2019,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","139,000","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.04","#N/A","None|HOME Investment Partnerships Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.239","N/A","0","182,355","Pass-Through","City of Escondido (Loan)","None","HOME Investment Partnerships Program","Federal","$0.05","#N/A","None|HOME Investment Partnerships Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","Neighborhood Reinvestment Corporation","99.999","N/A","0","736,642","Direct Program","Neighborhood Reinvestment Corporation","Expendable Grant","Neighborhood Reinvestment Corporation","Federal","$0.22","#N/A","Expendable Grant|Neighborhood Reinvestment Corporation","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.235","N/A","0","73,500","Pass-Through","County of San Diego Department of Community Development (Loan)","None","Supportive Housing Program","Federal","$0.02","#N/A","None|Supportive Housing Program","#N/A",2020,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.218","15-D0253B-1","0","5,000","Pass-Through","City of Oceanside","None","Community Development Block Grants/Entitlement Grants","Federal","$0.00","#N/A","None|Community Development Block Grants/Entitlement Grants","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.252","17SG0678","0","1,617","Pass-Through","Enterprise Community Partners","None","Section 4 Capacity Building for Community Development and Affordable Housing","Federal","$0.00","#N/A","None|Section 4 Capacity Building for Community Development and Affordable Housing","#N/A",2017,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.252","17SG0678","0","18,052","Pass-Through","Enterprise Community Partners","None","Section 4 Capacity Building for Community Development and Affordable Housing","Federal","$0.01","#N/A","None|Section 4 Capacity Building for Community Development and Affordable Housing","#N/A",2018,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.252","17SG0678","0","10,331","Pass-Through","Enterprise Community Partners","None","Section 4 Capacity Building for Community Development and Affordable Housing","Federal","$0.00","$2.37","None|Section 4 Capacity Building for Community Development and Affordable Housing","#N/A",2019,NA,NA,NA,NA,NA,"","Prevention"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.267","CA0709L9D011407 / CA0709L9D011508","0","105,326","Pass-Through","County of San Diego Department of Community Development","None","Continuum of Care Program","Federal","$0.03","#N/A","None|Continuum of Care Program","#N/A",2016,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.267","CA0709L9D011508 / CA0709L9D011609","0","102,661","Pass-Through","County of San Diego Department of Community Development","None","Continuum of Care Program","Federal","$0.03","#N/A","None|Continuum of Care Program","#N/A",2017,NA,NA,NA,NA,NA,"","Crisis Management"
"CHW",330317950,"YZ42KMUSSD71","U.S. Department of Housing and Urban Development","14.267","CA0709L9D011609 / CA0703L9D011609 / CA0709L9D011710 / CA0703L9D011710","0","125,198","Pass-Through","County of San Diego Department of Community Development","None","Continuum of Care Program","Federal","$0.04","#N/A","None|Continuum of Care Program","#N/A",2018,NA,NA,NA,NA,NA,"","Crisis Management"
